vid,year,witch_murders,oth_murders,any_rain,any_disease,famine,educat,trad_relig
70,1994,0,0,0,0,0,0.8571429,0.9285714
70,1995,0,0,0,0,0,0.8571429,0.9285714
70,1996,0,0,0,0,0,0.8571429,0.9285714
70,1997,0,0,0,0,0,0.8571429,0.9285714
70,1998,0,0,1,0,1,0.8571429,0.9285714
70,1999,0,0,0,0,1,0.8571429,0.9285714
70,2000,0,0,0,1,1,0.8571429,0.9285714
70,2001,0,0,0,1,1,0.8571429,0.9285714
70,2002,0,0,1,0,0,0.8571429,0.9285714
71,1992,0,0,0,0,0,4,0
71,1993,0,0,0,0,0,4,0
71,1994,0,0,0,0,0,4,0
71,1995,0,0,0,0,0,4,0
71,1996,0,0,1,0,0,4,0
71,1997,0,0,0,0,0,4,0
71,1998,0,0,1,0,0,4,0
71,1999,0,0,0,0,0,4,0
71,2000,0,0,0,0,0,4,0
71,2001,0,0,0,1,0,4,0
71,2002,0,0,0,0,0,4,0
