pupid,insample,weight,BMI,T_avgtest96,T_buda,T_demeaned_popT_6k,T_female_baseline,T_pup_pop,T_saturation_dm,T_std98_base,T_zoneidI2,T_zoneidI3,T_zoneidI4,T_zoneidI5,T_zoneidI6,T_zoneidI7,T_zoneidI8,age_older,avgtest96,buda,cash_crop,cash_crop_FULL,cognitive_EngVocab_normalized,cost_sharing,demeaned_pop12_6km,demeaned_popT_1km,demeaned_popT_2km,demeaned_popT_3km,demeaned_popT_4km,demeaned_popT_5km,demeaned_popT_6k,demeaned_popT_7km,demeaned_popT_36k,demeaned_popT_69k,earnings_nonag_total_ALL,emp,emp_hrs7_total,emp_hrs7_total_ALL,emp_hrs7_total_pos,emp_salary_total,farmhrs2_ALL,farmhrs2_pos,farmwork2,female_baseline,gender_age_base_I1,gender_age_base_I2,gender_age_base_I3,gender_age_base_I4,gender_age_base_I5,gender_age_base_I6,gender_age_base_I7,gender_age_base_I8,gender_age_base_I9,gender_age_base_I10,gender_age_base_I11,gender_age_base_I12,gender_age_base_I13,gender_age_base_I14,gender_age_base_I15,gender_age_base_I16,gender_age_base_I17,gender_age_base_I18,gender_age_base_I19,gender_age_base_I20,gender_age_base_I21,gender_age_base_I22,gender_age_base_I23,gender_age_base_I24,gender_age_base_I25,gender_age_base_I26,gender_age_base_I27,gender_age_base_I28,gender_age_base_I29,gender_age_base_I30,gender_age_base_I31,general_health,grp3,height,high_standard,industry1,industry1_ALL,industry2,industry2_ALL,industry3,industry3_ALL,industry4,industry4_ALL,industry5,industry5_ALL,industry6,industry6_ALL,industry7,industry7_ALL,industry8,industry8_ALL,industry9,industry9_ALL,industry10,industry10_ALL,industry11,industry11_ALL,industry12,industry12_ALL,industry13,industry13_ALL,industry14,industry14_ALL,industry15,industry15_ALL,industry16,industry16_ALL,industry17,industry17_ALL,industry18,industry18_ALL,industry19,industry19_ALL,industry20,insample_edu_matrix,intensive,ln_emp_salary_total,ln_emp_salary_total_2007,ln_emp_salary_total_trimmed,ln_selfemp_profits30_total_cal,ln_wage_10hrs,month_interviewI2,month_interviewI3,month_interviewI4,month_interviewI5,month_interviewI6,month_interviewI7,month_interviewI8,month_interviewI9,month_interviewI10,month_interviewI11,month_interviewI12,num_meals_yesterday,out_of_school,passed_primary_exam,pc_ttl_cnsmp_avg_df_usd,primary_industry_self_indicator,psdpsch98,pup_pop,ravensB_normalized,repeat_somept,residence_outbusia,s2_age98_klps,s3_district_city,s5_attendPsch1999,s5_attendPsch2000,s5_attendPsch2001,s5_attendPsch2002,s5_attendPsch2003,s5_attendPsch2004,s5_attendPsch2005,s5_attendPsch2006,s5_attendPsch2007,s5_attendSsch1999,s5_attendSsch2000,s5_attendSsch2001,s5_attendSsch2002,s5_attendSsch2003,s5_attendSsch2004,s5_attendSsch2005,s5_attendSsch2006,s5_attendSsch2007,s5_attend_secsch_2007,s5_attendsch1999,s5_attendsch2000,s5_attendsch2001,s5_attendsch2002,s5_attendsch2003,s5_attendsch2004,s5_attendsch2005,s5_attendsch2006,s5_attendsch2007,s5_attendsch_survey,s5_highstd2007,s16_1_10poorhealth,saturation36k_dm,saturation69k_dm,saturation_1km_dm,saturation_2km_dm,saturation_3km_dm,saturation_4km_dm,saturation_5km_dm,saturation_6km_dm,saturation_7km_dm,saturation_dm,saturation_dm_sq,selfemp,selfemp_employees_total,selfemp_hrs7_total,selfemp_hrs7_total_ALL,selfemp_hrs7_total_pos,selfemp_profits30_total,selfemp_profits30_total_cal,selfemp_profits30_tott5,std98_base,std98_base_I2,std98_base_I3,std98_base_I4,std98_base_I5,std98_base_I6,total_hours,total_hours_positive,total_years_enrolledP,total_years_enrolledS,totpar,totpar98,totprs98,totyrs_enrolled,treatment,treatment_5kmlake,treatment_gender,treatment_geohelmith,treatment_high_std,treatment_worm,wave2,within_5km_lake,worked_emp_hours,worked_farm_hours,worked_hours,worked_self_hours,z_geohelmith1998_demeaned,z_inf98,zoneidI2,zoneidI3,zoneidI4,zoneidI5,zoneidI6,zoneidI7,zoneidI8
2024007,1,2.3333333,19.432941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,.89487308,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,6,6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,173.8,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,8.4228821,,,,0,0,0,0,0,1,0,0,0,0,0,3,1,1,,,202,.31099999,1.2168846,0,0,11,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8,1,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,6,6,4,0,3.4000001,1,4,5,0,0,0,0,0,0,0,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024013,1,2.3333333,21.097309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-.020372326,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,1200,1,0,0,,1200,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,168.5,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.0900769,7.0900769,7.0900769,,,1,0,0,0,0,0,0,0,0,0,0,2,1,1,,,202,.31099999,.54247767,1,0,11,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,10,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,0,,6,2,4,1,2,9,0,0,0,0,0,0,1,1,0,0,0,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024014,1,2.3333333,20.094448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-.20342141,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,7,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169.60001,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,1,0,0,0,0,0,0,0,0,0,0,2,1,1,,,202,.31099999,-.46913269,0,0,10,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,10,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,7,7,4,2,3.3999999,1,2,7,0,0,0,0,0,0,1,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024016,1,2.3333333,22.745932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,1.8101186,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,36,36,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,161.60001,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,1,1,,,202,.31099999,.87968111,0,0,11,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,12,3,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,36,36,4,4,4,1,3,9,0,0,0,0,0,0,1,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024018,1,2.3333333,22.041317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.5011856,1,0,0,-.56951958,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,300,1,8,8,8,300,16,16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,169.60001,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5.7037826,5.7037826,5.7037826,,,0,1,0,0,0,0,0,0,0,0,0,2,1,0,,,202,.31099999,.20527421,1,0,14,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,8,5,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,24,24,5,0,2.5999999,1,4,6,0,0,0,0,0,0,1,1,1,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024021,1,2.3333333,21.617439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.5011856,1,0,0,-.3864705,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,300,0,,0,,,11,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,172.60001,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,7.3132205,,0,0,0,0,0,0,0,0,0,1,0,3,1,0,,Passenger land transport,202,.31099999,1.2168846,0,0,14,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,1,0,42,42,42,300,1500,300,4,0,1,0,0,0,53,53,4,0,3.8,1,4,5,0,0,0,0,0,0,1,1,0,1,1,1,-.076490536,.031609476,0,1,0,0,0,0,0
2024023,1,2.8888888,18.40629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-.93561774,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,153.2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,2,1,0,,,202,.31099999,-1.4807431,1,0,12,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,6,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,1,1,3,0,3.5999999,1,3,4,0,0,0,0,0,0,0,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024025,1,2.8888888,20.328741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-.020372326,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,18,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,157.3,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,,,202,.31099999,-.13192925,0,0,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,2,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,18,18,2,0,1.5,1,4,3,0,0,0,0,0,0,1,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024026,1,2.8888888,22.354923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-1.6678141,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,8,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,154.7,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,1,0,0,0,0,0,0,2,1,0,,,202,.31099999,-1.1435395,0,1,12,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,7,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,8,8,2,0,1,1,3,3,0,0,0,0,0,0,0,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024031,1,2.8888888,21.57649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-.56951958,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,158.2,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,1,0,0,0,0,0,0,0,3,1,0,,,202,.31099999,-1.1435395,1,0,10,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,8,6,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,4,0,1,0,0,0,0,,6,0,3.2,1,4,7,0,0,0,0,0,0,0,1,0,0,0,0,-.076490536,.031609476,0,1,0,0,0,0,0
2024033,1,2.8888888,21.395693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,-.75256866,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,2020,1,56,56,56,1520,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,167.60001,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7.3264656,7.3264656,7.3264656,5.9914646,1.9148196,0,0,0,0,0,0,0,0,1,0,0,3,1,0,,Retail & Wholesale trade,202,.31099999,-1.1435395,1,0,12,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,8,2,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,1,0,8,8,8,500,400,500,4,0,1,0,0,0,64,64,6,0,3.8,1,4,7,0,0,0,0,0,0,0,1,1,0,1,1,-.076490536,.031609476,0,1,0,0,0,0,0
2024042,1,11.44,18.592583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,,0,-1.4847651,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,150,0,,0,,,3.5,3.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,159.5,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,,,5.2983174,,0,0,0,0,0,0,0,1,0,0,0,3,1,0,,Other services,202,.31099999,1.554088,1,1,12,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,7,5,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,1,0,10,10,10,150,200,150,4,0,1,0,0,0,13.5,13.5,4,0,2.8,1,4,5,0,0,0,0,0,0,0,1,0,1,1,1,-.076490536,.031609476,0,1,0,0,0,0,0
2025001,1,1.6666666,23.303247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,.88089031,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,179.39999,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,1,0,0,0,0,0,0,0,0,2,1,0,,,202,.31099999,.56487864,0,0,11,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,12,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,0,,3,4,3.8,1,4,10,0,0,0,0,0,0,0,1,0,0,0,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025003,1,1.6666666,19.496729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,.88089031,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,24,24,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,174.39999,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,1,0,0,0,0,0,1,1,1,,,202,.31099999,1.2480578,1,0,12,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,12,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,24,24,5,4,1.8,1,4,10,0,0,0,0,0,0,0,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025006,1,1.6666666,20.350296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,.68951583,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,167.8,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,0,0,1,0,0,3,1,1,,,202,.31099999,1.2480578,1,0,11,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,12,3,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,0,,4,4,3.8,1,3,9,0,0,0,0,0,0,0,1,0,0,0,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025008,1,1.6666666,24.667822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.5011856,1,,0,1.4550138,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,171.2,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,1,0,0,0,0,0,0,0,3,0,1,,,202,.31099999,.90646821,1,1,13,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,0,,4,5,3.8,1,3,10,0,0,0,0,0,0,1,1,0,0,0,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025009,1,6.5999999,22.940395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,0,0,.88089031,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,1000,0,,0,,,20,20,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,163.2,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,1,,,,7.1701198,,0,0,0,0,0,0,0,1,0,0,0,2,1,1,,Fishing,202,.31099999,1.5896475,1,0,11,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,12,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,1,0,12,12,12,1000,1300,1000,5,0,0,1,0,0,32,32,5,4,3.8,1,4,10,0,0,0,0,0,0,0,1,0,1,1,1,-.076490536,.031609476,0,1,0,0,0,0,0
2025010,1,1.6666666,20.95891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.5011856,1,0,0,-.2673566,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,4500,1,50,50,50,4500,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,169.89999,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8.4118328,8.4118328,8.4118328,,3.1135154,0,0,0,0,0,1,0,0,0,0,0,2,1,0,,,202,.31099999,-1.1430695,1,0,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,52,52,3,0,2,1,4,4,0,0,0,0,0,0,0,1,1,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025014,1,1.6666666,18.789198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.5011856,1,0,0,-1.2242291,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,2500,1,60,60,60,2500,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,176.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7.8240461,7.8240461,7.8240461,,2.3434072,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1195.7308,,202,.31099999,-.80147982,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,60,60,0,0,2.2,1,4,1,0,0,0,0,0,0,1,1,1,0,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025018,1,2.1111112,20.033136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-.5011856,1,0,0,-1.0328546,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,32,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,162.5,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,1,0,0,0,0,0,2,1,0,,,202,.31099999,-1.4846591,1,1,15,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,7,1,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,32,32,3,0,2.5999999,1,4,4,0,0,0,0,0,0,0,1,0,1,1,0,-.076490536,.031609476,0,1,0,0,0,0,0
2025019,1,2.1111112,26.042763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-.5011856,1,,0,-.2673566,0,.67730546,-.041233175,-.38632825,.37077653,.4549551,.64353681,.63687468,-.15488529,.26609826,.8068378,0,0,,0,,,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,162.3,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,1,0,,,,,,0,0,0,0,0,0,1,0,0,0,0,2,1,1,,,202,.31099999,-.11830061,1,1,12,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,8,0,.030605257,.043709725,-.080578193,-.37424996,.089164197,.13006365,-.038272262,.029944897,.049430609,.029944897,.00089669682,0,,,0,,,,,5,0,0,1,0,0,0,,4,0,3.5999999,1,4,5,0,0,0,0,0,0,1,1,0,0,0,0,-.076490536,.031609476,0,1,0,0,0,0,0
