village_code,hhid,time,cash,income_pc,elder,hhsize
30201014,367,1,1,611.4864,1,1
30201017,368,0,1,155.9794,0,5
30201017,368,1,1,38.6916,0,4
30201017,369,0,1,46.29192,0,7
30201017,369,1,1,1671.308,0,7
30201017,370,0,1,40.06625,1,3
30201017,370,1,1,96.81867,1,3
30201017,371,0,1,38.6394,0,8
30201017,371,1,1,20.82653,0,3
30202015,372,0,1,74.13593,0,5
30202015,372,1,1,1183.487,0,3
30202015,373,0,1,20.27616,0,6
30202015,373,1,1,149.1312,0,5
30202015,374,0,1,138.6327,1,3
30202015,374,1,1,326.1601,1,5
30202016,375,0,1,64.90799,0,5
30202016,375,1,1,178.1398,0,8
30202016,376,0,1,82.22646,1,6
30202016,376,1,1,20.84739,1,6
30202016,377,0,1,158.1494,1,2
30202016,377,1,1,289.1821,1,2
30202016,378,0,1,85.35754,0,5
30202016,378,1,1,397.3383,0,3
30202017,379,0,1,30.01491,0,4
30202017,379,1,1,1634.215,0,5
30202017,380,0,1,143.2566,0,4
30202017,380,1,1,97.9648,0,3
30202017,381,0,1,944.6352,0,1
30202017,381,1,1,557.7308,0,1
30202017,382,0,1,254.7057,0,1
30202017,382,1,1,336.1705,0,1
30202019,383,0,1,42.40228,0,6
30202019,383,1,1,93.69569,0,8
30203013,384,0,0,32.53019,1,4
30203013,384,1,0,37.55001,1,5
30203013,385,0,0,37.14112,0,5
30203013,385,1,0,109.6652,0,3
30203014,386,0,1,157.2923,1,1
30203014,386,1,1,285.3603,1,1
30203014,387,0,1,13.45391,0,3
30203014,387,1,1,111.4462,0,3
30203014,388,0,1,51.45855,0,5
30203014,388,1,1,395.2745,0,2
30203015,389,0,0,38.13786,1,4
30203015,389,1,0,3522.279,1,3
30203015,390,0,0,90.86201,0,3
30203015,390,1,0,87.07249,0,3
30203015,391,0,0,274.8047,1,1
30203015,391,1,0,201.6434,1,1
30203016,392,0,1,55.74578,0,6
30203016,392,1,1,25.84179,0,6
30203016,393,0,1,221.5869,1,3
30203016,393,1,1,60.56638,1,3
30204012,394,0,0,47.0043,0,9
30204012,394,1,0,38.88269,0,8
30204012,395,0,0,83.76032,0,6
30204012,395,1,0,113.1695,0,4
30204012,396,0,0,164.5512,1,1
30204012,396,1,0,492.2564,1,1
30204014,397,0,0,48.62555,1,10
30204014,397,1,0,287.4028,1,7
30204014,398,0,0,22.24736,0,4
30204014,398,1,0,35.84525,0,5
30204014,399,0,0,170.5708,1,1
30204014,399,1,0,533.0717,1,1
30204014,400,0,0,54.59958,1,2
30204014,400,1,0,16.92019,1,3
30204015,401,0,0,54.99218,1,1
30204015,401,1,0,461.5105,1,2
30204015,402,0,0,258.5398,0,7
30204015,402,1,0,470.2409,0,5
30204016,403,0,0,130.6748,0,4
30204016,403,1,0,169.2425,0,6
30204016,404,0,0,335.2794,1,1
30204016,404,1,0,145.698,1,1
30204016,405,0,0,33.07937,1,6
30204016,405,1,0,988.9654,1,5
30204016,406,0,0,133.4929,0,2
30204016,406,1,0,556.9926,0,2
30205010,407,0,1,30.70513,0,7
30205010,407,1,1,111.7853,0,4
30205010,408,0,1,45.98321,0,4
30205010,408,1,1,59.0593,0,4
30205010,409,0,1,163.0212,0,7
30205010,409,1,1,55.10637,0,6
30205011,410,0,0,150.0931,0,3
30205011,410,1,0,46.89494,0,3
30205011,411,0,0,50.70278,0,4
30205011,411,1,0,4.566332,0,5
30205012,412,0,0,10.99844,1,5
30205012,412,1,0,.7289354,1,7
30205012,413,0,0,34.89266,0,4
30205012,413,1,0,67.13271,0,4
30205016,414,0,0,97.17655,1,1
30205016,414,1,0,74.45139,1,1
30205016,415,0,0,99.02175,0,4
30205016,415,1,0,72.64286,0,3
30205016,416,0,0,162.3024,1,1
30205016,416,1,0,838.8148,1,1
30205016,417,0,0,304.0343,0,5
30205016,417,1,0,360.2904,0,5
30205017,418,0,1,61.52934,1,5
30205017,418,1,1,163.7,1,4
30205017,419,0,1,105.1025,1,5
30205017,419,1,1,13.37626,1,6
30205017,420,0,1,70.25387,1,2
30205017,420,1,1,178.1808,1,6
30205017,421,0,1,116.5607,0,7
30205017,421,1,1,231.2059,0,4
30301010,422,0,1,222.5411,1,6
30301010,422,1,1,1.274165,1,7
30301010,423,0,1,83.35228,0,9
30301010,423,1,1,487.0154,0,12
30301011,424,0,0,123.8155,0,4
30301011,424,1,0,342.9716,0,4
30301011,425,0,0,65.04392,0,5
30301011,425,1,0,243.8436,0,5
30301011,426,0,0,85.82375,0,1
30301011,426,1,0,155.036,0,4
30301011,427,0,0,17.13338,1,8
30301011,427,1,0,12.98666,1,10
30301012,428,0,0,25.62143,0,10
30301012,428,1,0,358.8319,0,8
30301012,429,0,0,56.67397,0,7
30301012,429,1,0,84.81087,0,7
30301013,430,0,1,337.5222,0,4
30301013,430,1,1,832.4053,0,7
30301013,431,0,1,37.85933,0,6
30301013,431,1,1,369.0307,0,3
30301013,432,0,1,19.09379,0,8
30301013,432,1,1,162.4508,0,8
30301013,433,0,1,55.12078,1,4
30301013,433,1,1,3.397146,1,3
30301014,434,0,1,166.0999,0,4
30301014,434,1,1,264.9094,0,2
30301014,435,0,1,82.87905,0,3
30301014,435,1,1,146.1383,0,1
30301014,436,0,1,100.5862,0,4
30301014,436,1,1,206.3732,0,5
30301015,437,0,1,16.28229,0,9
30301015,437,1,1,168.3826,0,8
30301015,438,0,1,41.42033,0,6
30301015,438,1,1,957.3138,0,6
30301015,439,0,1,28.84087,0,7
30301015,439,1,1,862.4758,0,9
30301016,440,0,0,104.4604,1,3
30301016,440,1,0,61.7588,1,3
30301016,441,0,0,3.011034,0,2
30301016,441,1,0,155.3377,0,1
30301016,442,0,0,183.7237,1,1
30301016,442,1,0,202.8393,1,1
30301017,443,0,1,64.61345,1,4
30301017,443,1,1,229.1419,1,3
30301017,444,0,1,79.91909,0,8
30301017,444,1,1,268.2123,0,8
30301017,445,0,1,327.8937,0,10
30301017,445,1,1,366.5201,0,10
30301018,446,0,0,26.08836,1,7
30301018,446,1,0,72.37224,1,5
30301018,447,0,0,22.5588,0,6
30301018,447,1,0,677.5632,0,6
30301018,448,0,0,52.81314,1,5
30301018,448,1,0,124.5071,1,6
30301018,449,0,0,55.62579,0,4
30301018,449,1,0,333.4952,0,5
30301019,450,0,1,40.32327,0,4
30301019,450,1,1,38.16861,0,3
30301019,451,0,1,58.29114,0,7
30301019,451,1,1,101.6801,0,4
30301019,452,0,1,33.04932,1,4
30301019,452,1,1,175.829,1,10
30301019,453,0,1,65.02978,1,4
30301019,453,1,1,248.0978,1,4
30301020,454,0,1,29.61872,1,6
30301020,454,1,1,151.9544,1,5
30301020,455,0,1,60.76655,0,2
30301020,455,1,1,1063.682,0,3
30301020,456,0,1,19.40115,0,11
30301020,456,1,1,97.23455,0,8
30301020,457,0,1,116.3507,0,4
30301020,457,1,1,135.3917,0,7
30301021,458,0,1,79.73407,0,9
30301021,458,1,1,350.0669,0,6
30301021,459,0,1,29.97517,0,8
30301021,459,1,1,1033.363,0,6
30301021,460,0,1,64.26367,0,4
30301021,460,1,1,1340.051,0,1
30301021,461,0,1,74.48302,0,4
30301021,461,1,1,1456.602,0,3
30301022,462,0,1,25.56194,0,4
30301022,462,1,1,235.0257,0,3
30301022,463,0,1,179.5862,1,1
30301022,463,1,1,92.75597,1,5
30301022,464,0,1,159.4947,1,6
30301022,464,1,1,90.04913,1,4
30301022,465,0,1,32.3784,0,8
30301022,465,1,1,50.69004,0,5
30302010,466,0,0,109.2274,1,6
30302010,466,1,0,571.6614,1,4
30302011,467,0,1,152.4842,0,4
30302011,467,1,1,447.5823,0,3
30302011,468,0,1,180.8021,0,6
30302011,468,1,1,87.15721,0,4
30302011,469,0,1,35.72107,0,3
30302011,469,1,1,597.7354,0,5
30302012,470,0,1,44.2657,1,4
30302012,470,1,1,196.1852,1,1
30302012,471,0,1,64.78858,0,6
30302012,471,1,1,73.40098,0,6
30302012,472,0,1,30.7319,0,3
30302012,472,1,1,743.0945,0,4
30302012,473,0,1,19.37565,0,5
30302012,473,1,1,125.8228,0,6
30302017,474,0,1,36.59603,0,10
30302017,474,1,1,1700.063,0,8
30302017,475,0,1,36.44548,0,5
30302017,475,1,1,393.0819,0,5
30302017,476,0,1,32.94831,1,5
30302017,476,1,1,52.14777,1,4
30302017,477,0,1,98.79375,0,9
30302017,477,1,1,60.07724,0,8
30302018,478,0,0,83.60116,1,2
30302018,478,1,0,64.80964,1,1
30302018,479,0,0,469.4254,0,3
30302018,479,1,0,277.0639,0,3
30302019,480,0,0,104.5362,0,9
30302019,480,1,0,692.7733,0,6
30302019,481,0,0,296.4257,0,3
30302019,481,1,0,686.4379,0,3
30302019,482,0,0,195.2434,0,2
30302019,482,1,0,951.6331,0,2
30302019,483,0,0,325.5431,0,1
30302019,483,1,0,1.236825,0,2
30302020,484,0,0,125.7728,0,3
30302020,484,1,0,1893.167,0,3
30302020,485,0,0,75.48766,1,4
30302020,485,1,0,99.19337,1,3
30302020,486,0,0,103.4277,0,3
30302020,486,1,0,83.05281,0,4
30302021,487,0,0,230.6318,0,2
30302021,487,1,0,197.1499,0,3
30302021,488,0,0,213.0301,0,1
30302021,488,1,0,82.12519,0,1
30302023,489,0,0,156.2916,1,1
30302023,489,1,0,378.0066,1,1
30302023,490,0,0,51.85446,0,3
30302023,490,1,0,1653.007,0,1
30302023,491,0,0,193.4747,1,1
30302023,491,1,0,31.09794,1,1
30303010,492,0,1,29.33734,1,4
30303010,492,1,1,340.5979,1,5
30303010,493,0,1,37.81211,0,4
30303010,493,1,1,213.5654,0,3
30303010,494,0,1,764.7592,0,4
30303010,494,1,1,506.9004,0,4
30303010,495,0,1,53.43391,0,7
30303010,495,1,1,808.2096,0,8
30303011,496,0,0,103.2824,1,3
30303011,496,1,0,12.31688,1,3
30303011,497,0,0,25.10292,1,7
30303011,497,1,0,235.7389,1,5
30303011,498,0,0,45.97322,0,7
30303011,498,1,0,243.7263,0,8
30303012,499,0,1,260.8349,0,3
30303012,499,1,1,1500.583,0,5
30303012,500,0,1,70.78117,0,5
30303012,500,1,1,240.9799,0,4
30303012,501,0,1,42.86864,0,7
30303012,501,1,1,52.35275,0,12
30303013,502,0,1,80.62783,1,7
30303013,502,1,1,14.48034,1,6
30303013,503,0,1,82.57457,1,2
30303013,503,1,1,43.18622,1,2
30303013,504,0,1,43.60299,0,5
30303013,504,1,1,54.73446,0,4
30303014,505,0,1,34.7909,0,5
30303014,505,1,1,310.0721,0,1
30303014,506,0,1,249.4428,1,1
30303014,506,1,1,241.2823,1,2
30303014,507,0,1,221.677,0,6
30303014,507,1,1,130.7695,0,7
30303015,508,0,0,42.11928,0,3
30303015,508,1,0,17.31555,0,3
30303015,509,0,0,88.47664,1,2
30303015,509,1,0,250.797,1,2
30303017,510,0,1,27.94106,0,9
30303017,510,1,1,32.05219,0,11
30303017,511,0,1,112.9691,1,6
30303017,511,1,1,34.37023,1,5
30303017,512,0,1,21.12379,0,3
30303017,512,1,1,2017.625,0,3
30303017,513,0,1,85.26175,1,2
30303017,513,1,1,81.52745,1,2
30303018,514,0,0,32.04448,0,5
30303018,514,1,0,139.1428,0,4
30303018,515,0,0,63.63385,0,3
30303018,515,1,0,64.46511,0,3
30303018,516,0,0,68.66537,0,7
30303018,516,1,0,118.4604,0,9
30303018,517,0,0,23.56765,0,5
30303018,517,1,0,970.6603,0,5
30303019,518,0,1,173.2429,0,1
30303019,518,1,1,161.0079,0,2
30303019,519,0,1,84.92339,1,4
30303019,519,1,1,183.6399,1,4
30303019,520,0,1,80.47668,0,5
30303019,520,1,1,197.826,0,5
30303019,521,0,1,99.01176,0,5
30303019,521,1,1,721.8612,0,8
30303020,522,0,0,23.99119,0,1
30303020,522,1,0,402.7103,0,1
30303020,523,0,0,33.00212,1,2
30303020,523,1,0,272.1015,1,1
30303020,524,0,0,966.2873,0,4
30303020,524,1,0,388.3476,0,5
30303020,525,0,0,17.7951,0,5
30303020,525,1,0,114.3445,0,4
30303021,526,0,1,198.8598,0,3
30303021,526,1,1,4716.365,0,2
30303021,527,0,1,163.2092,0,1
30303021,527,1,1,328.946,0,1
30303021,528,0,1,32.71685,0,4
30303021,528,1,1,246.4788,0,5
40101010,529,0,0,125.1787,0,2
40101010,529,1,0,2968.38,0,2
40101010,530,0,0,96.49534,1,2
40101010,530,1,0,21.17044,1,3
40101010,531,0,0,582.2234,0,4
40101010,531,1,0,360.5045,0,5
40101011,532,0,1,114.3735,0,4
40101011,532,1,1,99.18537,0,4
40101011,533,0,1,607.4735,0,2
40101011,533,1,1,292.2329,0,1
40101011,534,0,1,175.0677,0,3
40101011,534,1,1,67.55283,0,3
40101012,535,0,1,214.9368,1,4
40101012,535,1,1,169.6875,1,3
40101012,536,0,1,70.14369,1,4
40101012,536,1,1,5.555005,1,4
40101012,537,0,1,341.9044,0,2
40101012,537,1,1,74.83959,0,5
40101013,538,0,0,24.54914,1,4
40101013,538,1,0,76.49763,1,4
40101014,539,0,0,77.56059,1,5
40101014,539,1,0,86.82512,1,8
40101014,540,0,0,93.01347,0,6
40101014,540,1,0,94.56803,0,6
40101014,541,0,0,319.1871,0,7
40101014,541,1,0,2125.244,0,6
40101014,542,0,0,381.8472,0,6
40101014,542,1,0,532.0822,0,7
40101015,543,0,0,118.2232,1,6
40101015,543,1,0,45.35026,1,6
40101016,544,0,1,188.2977,1,6
40101016,544,1,1,146.8974,1,4
40101016,545,0,1,170.6616,1,8
40101016,545,1,1,86.62724,1,8
40101016,546,0,1,220.2285,0,8
40101016,546,1,1,237.4651,0,7
40101017,547,0,1,128.4481,0,7
40101017,547,1,1,857.4993,0,7
40101017,548,0,1,255.0473,1,1
40101017,548,1,1,1094.306,1,1
40101017,549,0,1,216.2487,0,5
40101017,549,1,1,393.5297,0,8
40101017,550,0,1,144.8945,0,3
40101017,550,1,1,568.106,0,2
40101018,551,0,0,376.5801,0,2
40101018,551,1,0,318.6061,0,2
40101018,552,0,0,79.28279,1,3
40101018,552,1,0,441.9589,1,3
40101018,553,0,0,306.8543,0,1
40101018,553,1,0,77.30157,0,2
40101019,554,0,1,71.53551,0,8
40101019,554,1,1,4.269108,0,6
40101019,555,0,1,111.2064,0,7
40101019,555,1,1,211.886,0,7
40101019,556,0,1,155.6513,0,1
40101019,556,1,1,234.3338,0,3
40101019,557,0,1,232.8334,0,2
40101019,557,1,1,1827.307,0,6
40101020,558,0,1,2617.603,0,1
40101020,558,1,1,458.3674,0,1
40101020,559,0,1,83.09893,0,4
40101020,559,1,1,109.5138,0,6
40101020,560,0,1,162.0697,0,5
40101020,560,1,1,515.888,0,3
40101020,561,0,1,47.86692,0,10
40101020,561,1,1,163.275,0,9
40101021,562,0,1,502.0016,1,3
40101021,562,1,1,292.84,1,12
40101021,563,0,1,149.3004,0,5
40101021,563,1,1,290.6012,0,4
40101021,564,0,1,244.8391,0,5
40101021,564,1,1,449.7393,0,5
40101021,565,0,1,342.6222,0,3
40101021,565,1,1,185.2344,0,3
40101022,566,0,1,197.9323,1,2
40101022,566,1,1,117.8385,1,2
40101022,567,0,1,563.2964,1,1
40101022,567,1,1,554.6691,1,1
40101022,568,0,1,77.26713,1,5
40101022,568,1,1,95.09886,1,4
40101022,569,0,1,364.7515,0,3
40101022,569,1,1,110.7631,0,5
40101023,570,0,1,94.86949,0,6
40101023,570,1,1,95.4932,0,6
40101023,571,0,1,1245.325,0,1
40101023,571,1,1,2197.053,0,1
40101023,572,0,1,60.42719,0,5
40101023,572,1,1,36.50817,0,6
40101023,573,0,1,103.3588,1,5
40101023,573,1,1,139.3372,1,1
40101024,574,0,1,187.1952,1,1
40101024,574,1,1,151.5585,1,1
40101024,575,0,1,45.11806,1,3
40101024,575,1,1,3.82179,1,1
40101024,576,0,1,100.3683,0,4
40101024,576,1,1,3474.774,0,4
40101025,577,0,1,71.50446,0,3
40101025,577,1,1,141.9141,0,3
40101025,578,0,1,161.8843,0,6
40101025,578,1,1,224.0873,0,6
40102010,579,0,1,842.9373,0,3
40102010,579,1,1,167.1211,0,2
40102010,580,0,1,113.9635,0,10
40102010,580,1,1,447.043,0,10
40102011,581,0,1,360.5726,0,8
40102011,581,1,1,723.5037,0,3
40102011,582,0,1,370.8312,0,1
40102011,582,1,1,261.1754,0,3
40102011,583,0,1,50.38242,0,5
40102011,583,1,1,265.2336,0,2
40102011,584,0,1,55.15934,0,9
40102011,584,1,1,55.22406,0,6
40102012,585,0,1,966.6644,0,1
40102012,585,1,1,98.75121,0,4
40102012,586,0,1,170.0774,0,3
40102012,586,1,1,588.8885,0,2
40102012,587,0,1,163.7996,0,2
40102012,587,1,1,74.98795,0,5
40102013,588,0,1,323.0364,1,3
40102013,588,1,1,16.25583,1,3
40102013,589,0,1,163.3727,0,8
40102013,589,1,1,80.205,0,7
40102013,590,0,1,233.3446,0,1
40102013,590,1,1,1822.684,0,1
40102013,591,0,1,188.4666,0,6
40102013,591,1,1,719.0077,0,3
40102014,592,0,1,201.4895,0,2
40102014,592,1,1,59.03269,0,2
40102014,593,0,1,374.6357,1,2
40102014,593,1,1,90.56425,1,2
40102014,594,0,1,156.9468,1,4
40102014,594,1,1,212.3217,1,3
40102015,595,0,0,313.57,0,3
40102015,595,1,0,299.0251,0,4
40102015,596,0,0,61.02607,1,5
40102015,596,1,0,28.69434,1,2
40102015,597,0,0,69.57177,1,2
40102015,597,1,0,1951.463,1,1
40102015,598,0,0,232.305,0,3
40102015,598,1,0,653.8682,0,3
40102016,599,0,0,81.2074,0,3
40102016,599,1,0,369.8551,0,4
40102016,600,0,0,165.151,0,5
40102016,600,1,0,490.4012,0,6
40102017,601,0,0,591.9645,0,7
40102017,601,1,0,1169.911,0,5
40102017,602,0,0,146.8414,0,6
40102017,602,1,0,48.73037,0,5
40102017,603,0,0,349.3927,0,5
40102017,603,1,0,157.09,0,5
40102017,604,0,0,508.0545,1,1
40102017,604,1,0,226.6358,1,5
40103010,605,0,0,2114.441,0,1
40103010,605,1,0,177.237,0,2
40103010,606,0,0,82.41192,0,7
40103010,606,1,0,103.0099,0,7
40103010,607,0,0,263.3212,0,5
40103010,607,1,0,7.833226,0,3
40103011,608,0,0,126.7866,0,8
40103011,608,1,0,237.2725,0,5
40103011,609,0,0,365.4758,1,2
40103011,609,1,0,363.6266,1,1
40103011,610,0,0,166.9091,1,2
40103011,610,1,0,764.475,1,1
40103012,611,0,1,553.435,0,4
40103012,611,1,1,265.3138,0,4
40103012,612,0,1,92.48775,0,9
40103012,612,1,1,469.9614,0,6
40103012,613,0,1,44.39032,1,1
40103012,613,1,1,87.90116,1,4
40103013,614,0,1,78.29242,0,9
40103013,614,1,1,244.2155,0,8
40103013,615,0,1,102.6114,0,6
40103013,615,1,1,84.74019,0,7
40103013,616,0,1,66.60153,1,4
40103013,616,1,1,100.322,1,4
40103014,617,0,0,315.9065,0,3
40103014,617,1,0,154.9023,0,4
40103014,618,0,0,61.14675,0,7
40103014,618,1,0,258.3297,0,7
40103014,619,0,0,365.5822,0,1
40103014,619,1,0,168.2082,0,1
40103014,620,0,0,355.4046,0,2
40103014,620,1,0,196.6118,0,1
40103015,621,0,0,107.6079,0,8
40103015,621,1,0,199.335,0,6
40103015,622,0,0,150.1773,0,3
40103015,622,1,0,34.05392,0,3
40103015,623,0,0,74.9931,1,5
40103015,623,1,0,385.0554,1,4
40103015,624,0,0,187.9407,1,2
40103015,624,1,0,240.1914,1,1
40104010,625,0,0,158.2423,1,2
40104010,625,1,0,45.08228,1,2
40104011,626,0,0,184.1767,0,1
40104011,626,1,0,12.16754,0,1
40104011,627,0,0,154.6144,0,4
40104011,627,1,0,126.453,0,5
40104011,628,0,0,79.22372,1,5
40104011,628,1,0,20.48182,1,5
40104012,629,0,1,181.526,0,6
40104012,629,1,1,85.1013,0,8
40104012,630,0,1,690.6253,0,6
40104012,630,1,1,797.2222,0,4
40104012,631,0,1,71.80344,0,5
40104012,631,1,1,708.6904,0,5
40104013,632,0,0,56.83836,0,5
40104013,632,1,0,5.045976,0,5
40104013,633,0,0,105.3017,0,6
40104013,633,1,0,425.4007,0,7
40104013,634,0,0,12.67427,1,5
40104013,634,1,0,90.38718,1,5
40104013,635,0,0,345.1194,0,2
40104013,635,1,0,204.406,0,3
40104014,636,0,0,100.5345,1,7
40104014,636,1,0,16.10878,1,2
40104015,637,0,1,295.0533,0,3
40104015,637,1,1,274.3014,0,3
40104015,638,0,1,374.1472,0,4
40104015,638,1,1,909.5447,0,3
40104015,639,0,1,336.6101,0,4
40104015,639,1,1,768.1699,0,5
40104016,640,0,0,69.82181,0,7
40104016,640,1,0,140.6677,0,7
40104016,641,0,0,85.78183,0,4
40104016,641,1,0,191.7748,0,3
40105010,642,0,1,477.5221,0,5
40105010,642,1,1,327.8675,0,5
40105010,643,0,1,138.9702,0,3
40105010,643,1,1,37.26305,0,4
40105010,644,0,1,40.19157,0,6
40105010,644,1,1,314.6674,0,6
40105011,645,0,1,155.3118,0,7
40105011,645,1,1,62.2101,0,7
40105011,646,0,1,121.2665,0,3
40105011,646,1,1,204.2409,0,4
40105011,647,0,1,556.2887,0,3
40105011,647,1,1,15.93377,0,6
40105011,648,0,1,55.7113,0,10
40105011,648,1,1,21.1359,0,11
40105011,649,0,1,368.0952,1,1
40105011,649,1,1,209.0189,1,1
40105012,650,0,0,136.4474,1,4
40105012,650,1,0,105.5012,1,4
40105012,651,0,0,68.248,1,5
40105012,651,1,0,96.47236,1,2
40105012,652,0,0,499.5828,0,4
40105012,652,1,0,4250.488,0,3
40105012,653,0,0,23.46974,1,7
40105012,653,1,0,32.77253,1,7
40105012,654,0,0,179.3005,0,5
40105012,654,1,0,16.86205,0,6
40105012,655,0,0,79.18184,0,1
40105012,655,1,0,263.6911,0,2
40105013,656,0,0,156.8009,0,6
40105013,656,1,0,138.5244,0,5
40105013,657,0,0,199.9145,0,6
40105013,657,1,0,131.4568,0,7
40105013,658,0,0,215.1461,0,5
40105013,658,1,0,245.8808,0,5
40105013,659,0,0,92.68858,0,7
40105013,659,1,0,24.91319,0,7
40105014,660,0,0,39.87444,1,6
40105014,660,1,0,18.72907,1,7
40105014,661,0,0,117.7286,1,4
40105014,661,1,0,587.3683,1,4
40105015,662,0,1,41.89589,1,9
40105015,662,1,1,43.05883,1,7
40105015,663,0,1,28.12627,1,5
40105015,663,1,1,43.5684,1,5
40105015,664,0,1,662.033,0,3
40105015,664,1,1,1090.645,0,4
40105016,665,0,1,252.1276,0,6
40105016,665,1,1,15.16657,0,4
40105016,666,0,1,266.5735,1,2
40105016,666,1,1,24.62484,1,1
40105016,667,0,1,320.1755,0,5
40105016,667,1,1,1396.672,0,1
40105017,668,0,0,39.22048,0,4
40105017,668,1,0,57.82157,0,4
40105017,669,0,0,316.9309,1,1
40105017,669,1,0,63.28422,1,3
40107010,670,0,0,134.0994,1,4
40107010,670,1,0,28.98836,1,4
40107010,671,0,0,127.5743,0,4
40107010,671,1,0,58.13078,0,4
40107010,672,0,0,104.269,0,11
40107010,672,1,0,206.2749,0,9
40107010,673,0,0,319.2116,0,3
40107010,673,1,0,9.028824,0,4
40107011,674,0,1,17.73548,1,5
40107011,674,1,1,193.0513,1,5
40107011,675,0,1,368.65,1,2
40107011,675,1,1,299.7314,1,5
40107011,676,0,1,97.72064,1,2
40107011,676,1,1,15.92412,1,2
40107012,677,0,0,76.08065,0,9
40107012,677,1,0,108.126,0,9
40107012,678,0,0,125.5126,1,3
40107012,678,1,0,99.40074,1,3
40107012,679,0,0,69.43141,1,4
40107012,679,1,0,14.51868,1,3
40107012,680,0,0,161.2019,1,6
40107012,680,1,0,43.77879,1,4
40107013,681,0,0,121.7942,0,4
40107013,681,1,0,199.3689,0,4
40107013,682,0,0,120.2606,0,6
40107013,682,1,0,42.66323,0,6
40107013,683,0,0,66.38262,0,4
40107013,683,1,0,78.5384,0,4
40107013,684,0,0,183.3321,0,1
40107013,684,1,0,100.4302,0,1
40107014,685,0,0,68.28999,1,7
40107014,685,1,0,181.3628,1,9
40107015,686,0,1,76.20699,1,3
40107015,686,1,1,93.27625,1,1
40107015,687,0,1,66.00425,1,1
40107015,687,1,1,93.42153,1,3
40107015,688,0,1,63.80889,1,7
40107015,688,1,1,22.42117,1,10
40201010,689,0,1,461.0242,0,8
40201010,689,1,1,1352.049,0,6
40201011,690,0,1,261.58,0,5
40201011,690,1,1,309.4199,0,5
40201011,691,0,1,24.22094,1,8
40201011,691,1,1,28.02646,1,2
40201011,692,0,1,35.3755,0,5
40201011,692,1,1,345.9326,0,2
40201011,693,0,1,151.0443,0,9
40201011,693,1,1,977.8504,0,9
40201012,694,0,1,172.4318,0,6
40201012,694,1,1,410.9579,0,6
40201012,695,0,1,240.6506,1,1
40201012,695,1,1,784.7408,1,1
40201012,696,0,1,28.58526,0,6
40201012,696,1,1,448.0316,0,3
40201012,697,0,1,106.1434,0,4
40201012,697,1,1,220.5556,0,6
40201013,698,0,1,59.9721,0,5
40201013,698,1,1,1583.717,0,7
40201013,699,0,1,61.88095,0,11
40201013,699,1,1,34.34946,0,8
40201013,700,0,1,110.5018,1,2
40201013,700,1,1,7.134007,1,5
40201014,701,0,0,54.19984,0,7
40201014,701,1,0,182.8522,0,5
40201014,702,0,0,103.0546,0,5
40201014,702,1,0,59.59709,0,5
40201014,703,0,0,47.37044,0,7
40201014,703,1,0,196.2873,0,7
40201015,704,0,0,76.27787,1,4
40201015,704,1,0,74.95734,1,5
40201015,705,0,0,158.5178,0,7
40201015,705,1,0,250.3059,0,3
40201015,706,0,0,126.8175,1,4
40201015,706,1,0,27.51032,1,6
40201015,707,0,0,123.0488,0,3
40201015,707,1,0,454.4264,0,1
40201016,708,0,1,77.76603,0,6
40201016,708,1,1,90.66238,0,8
40201016,709,0,1,114.091,0,7
40201016,709,1,1,152.3585,0,7
40201016,710,0,1,74.67808,0,6
40201016,710,1,1,125.1882,0,10
40201016,711,0,1,99.64688,0,4
40201016,711,1,1,397.027,0,4
40201017,712,0,1,78.53819,1,4
40201017,712,1,1,292.7673,1,3
40201017,713,0,1,462.7772,0,4
40201017,713,1,1,147.7645,0,6
40201017,714,0,1,146.0008,0,14
40201017,714,1,1,359.4477,0,8
40201017,715,0,1,69.76661,0,3
40201017,715,1,1,59.85739,0,2
40201018,716,0,0,55.27287,0,6
40201018,716,1,0,87.94992,0,2
40201018,717,0,0,98.31787,0,5
40201018,717,1,0,288.1821,0,7
40201018,718,0,0,49.64866,0,5
40201018,718,1,0,128.3191,0,2
40202010,719,0,0,516.7205,0,7
40202010,719,1,0,162.0241,0,4
40202010,720,0,0,251.374,0,11
40202010,720,1,0,57.71851,0,12
40202010,721,0,0,56.02362,0,5
40202010,721,1,0,531.5256,0,4
40202011,722,0,1,32.83211,0,4
40202011,722,1,1,481.4803,0,5
40202011,723,0,1,125.4173,0,6
40202011,723,1,1,553.8606,0,6
40202012,724,0,1,194.6569,0,4
40202012,724,1,1,139.9958,0,5
40202012,725,0,1,619.2143,0,3
40202012,725,1,1,221.6341,0,3
40202012,726,0,1,27.69901,1,5
40202012,726,1,1,483.6886,1,5
40202012,727,0,1,188.1934,0,7
40202012,727,1,1,22.93843,0,13
40202013,728,0,0,1035.938,0,4
40202013,728,1,0,73.28189,0,4
40202013,729,0,0,471.7364,0,6
40202013,729,1,0,231.9047,0,6
40202014,730,0,0,115.2588,0,7
40202014,730,1,0,316.1309,0,7
40202014,731,0,0,162.2906,0,2
40202014,731,1,0,276.8385,0,3
40202014,732,0,0,149.8252,0,6
40202014,732,1,0,135.2932,0,6
40202014,733,0,0,14.52982,1,5
40202014,733,1,0,59.96793,1,3
40202015,734,0,0,78.44988,0,11
40202015,734,1,0,149.2511,0,11
40202017,735,0,1,333.9848,0,2
40202017,735,1,1,893.5768,0,2
